fecha,Calidad_del_agua_meteorología_Direccion_Viento,Calidad_del_agua_meteorología_Evaporacion,Calidad_del_agua_meteorología_Humedad,Calidad_del_agua_meteorología_Pluviometria,Calidad_del_agua_meteorología_Presion,Calidad_del_agua_meteorología_Punto_de_Rocio,Calidad_del_agua_meteorología_Radiacion_Solar,Calidad_del_agua_meteorología_Sensacion_Termica,Calidad_del_agua_meteorología_Temperatura,Calidad_del_agua_meteorología_Velocidad_Viento,Calidad_del_agua_sonda_paramétrica_Clorofila,Calidad_del_agua_sonda_paramétrica_Conductividad,Calidad_del_agua_sonda_paramétrica_Cota,Calidad_del_agua_sonda_paramétrica_Cota_embalse,Calidad_del_agua_sonda_paramétrica_Ficocianina,Calidad_del_agua_sonda_paramétrica_O2,Calidad_del_agua_sonda_paramétrica_OxigenoDisuelto,Calidad_del_agua_sonda_paramétrica_Perfil,Calidad_del_agua_sonda_paramétrica_Profundidad,Calidad_del_agua_sonda_paramétrica_Redox,Calidad_del_agua_sonda_paramétrica_Temperatura,Calidad_del_agua_sonda_paramétrica_Turbidez,Calidad_del_agua_sonda_paramétrica_fDOM,Constantes_de_Explotación_Constante_1,Constantes_de_Explotación_Constante_2,Constantes_de_Explotación_Constante_3,Constantes_de_Explotación_Constante_4,Constantes_de_Explotación_Constante_5,Constantes_de_Explotación_Constante_6,Constantes_de_Explotación_Constante_7,Datos_Manuales_DM_AF_MD_PA_MANUAL,Datos_Manuales_DM_AF_MD_PB_MANUAL,Datos_Manuales_DM_AF_MD_PM_MANUAL,Datos_Manuales_DM_AF_MI_PB_MANUAL,Datos_Manuales_DM_AF_MI_PMPA_MANUAL,Datos_Manuales_DM_NE_MANUAL,Datos_Manuales_DM_PZ_B6_MANUAL,Datos_Manuales_DM_PZ_B7_MANUAL,Datos_Manuales_DM_PZ_B8_MANUAL,Datos_Manuales_DM_PZ_B9_MANUAL,Datos_Manuales_DM_TLP5_R_MANUAL,Datos_Manuales_DM_TLP5_T_MANUAL,Datos_Manuales_DM_TLP9_R_MANUAL,Datos_Manuales_DM_TLP9_T_MANUAL,General_Ascenso_Nivel_Encoro,General_Caudal_Aliviadero,General_Caudal_Desague,General_Caudal_Entrada,General_Caudal_Evaporacion,General_Caudal_Salida,General_Caudal_Toma,General_Volumen,General_Volumen_x100,Meteorología_Direccion_Viento,Meteorología_Evaporacion,Meteorología_Humedad,Meteorología_Pluviometria,Meteorología_Presion,Meteorología_Punto_de_Rocio,Meteorología_Radiacion_Solar,Meteorología_Sensacion_Termica,Meteorología_Temperatura,Meteorología_Velocidad_Viento,fecha,caudal,desague,apertura
161,194.94611530833774,0.0,84.64355288611517,0.004166666728754838,1015.5257555643717,0.0,1453.75,0.0,19.711231145593857,0.9662644089613524,11.04220587716383,184.97132447186638,28.400423807256363,33.33233502331902,-0.7330882325768471,80.36264733707203,6.930294116301572,0.6470588235294118,4.931911734973683,7.386617632473216,21.57191172768088,2.7280882351538716,9.78264709781198,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.04073914284041772,0.09434703628843029,0.07971090300836497,7.373640750017431,0.018064786188511386,1.5162455033924844,1.3421876033147175,16.08120959997177,78.01714139514499,148.9166819649852,0.04515001947422408,76.94931244850159,0.0694444455827276,1008.406127081977,0.0,-1722.9599609375,0.0,17.94830748107698,0.6031392885682484,2015-08-05T00:00:00.000+02:00,0.09435246558859944,0.30193220927483505,0.3298603892326355
162,190.41124616728888,0.0,88.26960431204901,0.02500000037252903,1016.6554675632053,0.0,1453.75,0.0,21.37982608212365,0.2129951172876948,10.496470579329658,187.10882366404815,28.3611681321088,33.29749101750991,-0.7692647032877978,75.85941150258569,6.520735315430691,0.6470588235294118,4.936323488459868,7.295441178714528,21.64558835590587,2.494558826965444,9.83882353586309,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.02793370273138862,0.09324059795795216,0.07961293822154403,5.650163712523256,0.02185880398933983,1.511555744542016,1.3387021761801507,15.977802952130636,77.51547299491034,142.33295433761344,0.03766211214638639,77.1973004606035,0.0361111116492086,1009.3669403923882,0.0,-1722.9599609375,0.0,19.936037487453884,0.3133804159006104,2015-08-06T00:00:00.000+02:00,0.0932383495900366,0.30766527851422626,0.3298603892326355
163,237.7224436601003,0.0,81.54147145483229,0.43819446085641783,1020.9812469482422,0.0,1453.75,0.0,20.103564037217033,0.9410465740753958,9.04588230480166,187.83029354319854,28.332152170293472,33.27215205921846,-0.7966176437980989,73.02397017969804,6.284852929742021,0.6470588235294118,4.939999920480392,7.233088212854722,21.57308823922101,2.418676476268207,10.273970603942871,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.011233919580667539,0.09230098749200503,0.07953697324006094,5.356463827606705,0.008415746062787043,1.5079172535075083,1.3360792986220784,15.89749296506246,77.12584622701009,132.31071527467833,0.41910442777184975,72.36340541309781,0.47013890696689487,1013.736442565918,0.0,-1722.9599609375,0.0,18.609066155221726,0.4801127857709717,2015-08-07T00:00:00.000+02:00,0.09230293359400497,0.31208971577386063,0.3298603892326355
164,185.56604773468442,0.0,80.7469499376085,0.1354166705471774,1025.630126953125,0.0,1453.75,0.0,18.697795854674446,0.16296135637094267,9.083382385618547,192.03397077672622,28.30767028472003,33.24061180563534,-0.7657352900680374,74.59426499026664,6.430441147264312,0.6470588235294118,4.932941152768977,7.2060294081183045,21.56705873152789,2.4539706014535008,10.396617608911852,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.04908115051269609,0.09118237827594082,0.07944552476207416,4.953673077540265,0.026010260506558955,1.5035755791597896,1.3329475132955446,15.803184237745073,76.66831551657782,127.96035797894001,0.07187412820187294,75.95502956708272,0.11527778084079425,1018.5908359951443,0.0,-1722.9599609375,0.0,16.458343558841282,0.5530552131563632,2015-08-08T00:00:00.000+02:00,0.0911804854662882,0.31776021007034516,0.3298603892326355
165,244.85243968841516,0.0,76.1274684270223,0.012500000186264515,1022.60802798801,0.0,1453.75,0.0,20.93213481373257,0.5407262723795915,8.949558829559999,196.27323464786306,28.28364871529972,33.20982450597427,-0.770294114947319,70.4751470930436,6.081911775667002,0.6470588235294118,4.926176427041783,7.128823539789985,21.53955888748169,2.264705884106019,10.654558868969188,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.019055102190274436,0.09003219639675485,0.07936087669804692,7.187573651472728,0.017315309776070837,1.4993823799822066,1.3299893480208185,15.714777509371439,76.23940971162584,116.36312424639861,0.009027768495596118,69.87065047687955,0.00902777791230215,1015.4973432752821,0.0,-1722.9599609375,0.0,19.20711616675059,0.31298849326817113,2015-08-09T00:00:00.000+02:00,0.09002500265422794,0.3226702989389499,0.32935279173155624
166,243.74856569576593,0.0,86.64530669318304,0.0,1017.3056356641981,0.0,1453.75,0.0,19.77723937564426,0.6070360640458401,7.953970623366973,203.17632361019358,28.247862170724307,33.18021533068489,-0.7867647014996585,73.57823519496357,6.3542647478992444,0.6470588235294118,4.932352893492755,7.207205898621503,21.494852977640488,2.1873529378105614,10.451617682681364,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.03871431168226991,0.08910132422008449,0.07927418096611898,5.782529598515895,0.06885741434719723,1.495198684434096,1.326823175781303,15.624474876456791,75.8013161553277,125.52569294803672,4.0054341095836004e-05,79.30862132708232,0.0,1010.1399417453342,0.0,-1722.9599609375,0.0,18.01643255021837,0.2817861282318417,2015-08-10T00:00:00.000+02:00,0.08910348349147373,0.32889236075182754,0.3298603892326355
167,276.0004399617513,0.0,95.92566802766588,0.0,1014.7332636515299,0.0,1453.75,0.0,22.12842399544186,0.3655076644823162,8.094999961993274,203.0258815989775,28.205870712504666,33.13807650173412,-0.7760294097311357,73.50735254848705,6.345000027185854,0.6470588235294118,4.932205803254071,7.194558830822215,21.50573517294491,2.357058816096362,10.733529427472282,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.027643389175257955,0.08750169393089083,0.07914776137719552,4.708599883649084,0.022885588494116545,1.4886545572015975,1.3220051444239087,15.494942638609144,75.17289606730144,112.85926367808133,0.0008683734845868053,82.49282333585951,0.0,1007.375922732883,0.0,-1722.9599609375,0.0,21.341035432285732,0.2581841834406886,2015-08-11T00:00:00.000+02:00,0.0875005276563267,0.3374560113168425,0.3298603296279907
168,207.84470019075604,0.0,86.64380139774747,0.001388888909584946,1016.0356962415907,0.0,1453.75,0.0,22.538539634810554,0.5600666351415889,8.000441216370639,206.36808754416074,28.17397830065559,33.105742174036365,-0.79764705545762,76.89602979228778,6.589852958479348,0.6470588235294118,4.931764651747311,7.38823529552011,21.769411760218002,2.3383823457886193,10.565441159641042,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.023262921830690984,0.0862896487944656,0.07905206725829178,7.617655371626218,0.13099196557757548,1.4836933637658756,1.3183516379859712,15.39634605911043,74.69456195831299,145.5469253593021,0.012098454073970465,76.24886141883002,0.0062500000931322575,1008.6749492221409,0.0,-1722.9599609375,0.0,21.293367319636875,0.677054918358206,2015-08-12T00:00:00.000+02:00,0.08628768882610732,0.3441931483232313,0.3298603892326355
169,245.72158446576861,0.0,108.82927878697713,5.843752254111071,1019.9894506666395,0.0,1453.75,0.0,17.116106530030567,1.7162684143210452,8.603478294351827,209.44565283733866,28.623099368551504,33.108751131140664,-0.7506521745868351,80.80521742157315,6.9149999799935715,0.4782608695652174,4.485652099484983,7.4023913093235185,22.126738983651865,2.3258695731992307,10.10586959382762,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.050399303872836754,0.08679304406460789,0.07909181139742334,6.439821426032318,0.09657505977277954,1.4857539633909862,1.3198691581686337,15.43731646405326,74.89332999123468,122.18813827799426,5.996734129989313,91.85520850287543,15.437531942191223,1013.0110359191895,0.0,-1722.9599609375,0.0,17.01601881451077,0.5976768943041356,2015-08-13T00:00:00.000+02:00,0.08679374224609798,0.341353434862362,0.3298603892326355
170,211.91081312836872,0.0,109.35680590735541,4.885418292290221,1021.882275475396,0.0,1453.75,0.0,16.9241096244918,0.05540887312963605,8.258888843986723,211.12999979654947,28.9070496029324,33.149271435207794,-0.7519444425900778,77.71861145893733,6.719722253166967,0.3333333333333333,4.242222199837367,7.22861111164093,21.877777735392254,2.271666662560569,10.319444338480631,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.004235790553745271,0.0880244938760168,0.07918903604149818,3.6547834813180895,0.2828661838882706,1.490792261229621,1.3235786226060655,15.537007166279686,75.37696430418227,148.2440329214765,0.7982436546072778,90.8982957734002,3.1152841481897564,1014.9717703925239,0.0,-1722.9599609375,0.0,16.32143172952864,0.12890237387424955,2015-08-14T00:00:00.000+02:00,0.08802467460433643,0.33458225470450187,0.3298603892326355
171,233.988204082409,0.0,99.4924327877018,1.0853143273950456,1018.2234381829109,0.0,1453.75,0.0,19.052382976025136,0.14938042516058142,6.416764697607825,203.61073527616614,28.206886459799374,33.13644594304702,-0.8207352934953045,58.119853123145944,5.050294125014368,0.6470588235294118,4.929558785522685,6.998676461331985,21.241764629588406,2.0947058779351853,11.913382432040047,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.017366896784450445,0.0874897681383623,0.07914682446668546,4.108335472643375,0.30851351203293437,1.4886112991306517,1.3219745349552896,15.493982871373495,75.16823927561443,111.60416537181784,0.5754268890401969,85.8877023326026,0.4208333283766276,1011.093736436632,0.0,-1722.9599609375,0.0,18.358174992932213,0.1540324592238499,2015-08-15T00:00:00.000+02:00,0.08748933346942067,0.3374914177176025,0.3298603892326355
172,155.4253557390637,0.0,104.27789894739787,0.0937499984477957,1015.4505729675293,0.0,1453.75,0.0,18.95831248495314,0.5727257695624657,6.946176434264464,203.5858825234806,28.188268857843735,33.123121710384595,-0.7854411768562654,64.75897071642034,5.648088229053161,0.6470588235294118,4.934852852540858,7.06720586384044,21.10926469634561,2.1214705810827366,12.258088196025176,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.011071246540167421,0.08696166327637103,0.07910512729237477,4.581478706250588,0.26089310588011155,1.4864540447791417,1.3203872847888205,15.45148942205641,74.96209239959717,182.1922199213101,0.5256341408498378,87.90069998635187,0.04444444515845842,1008.2598105536567,0.0,-1722.9599609375,0.0,18.578335616323685,0.2670041660571264,2015-08-16T00:00:00.000+02:00,0.08696040417999029,0.3403767183836963,0.3298603892326355
173,248.3431103337142,0.0,101.53076659308539,2.3076383872992463,1016.8531222873264,0.0,1453.75,0.0,20.21066387494405,0.5766943017887469,9.369714343547821,202.67714276994977,29.08418322971889,33.10704051426479,-0.6785714264426913,77.32171395846775,6.747142890308584,0.3142857142857143,4.022857131276812,7.176857158115932,21.622857093811035,1.8414285591670445,10.876285689217704,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.0176568911936354,0.08630440492803852,0.07905323146325019,4.2349136247196135,0.3402110047479962,1.4837475667397182,1.3183899877799883,15.397581477959951,74.70055786768596,115.39790532986324,0.45034670892831247,89.00787009133234,3.8444428644660444,1009.588676876492,0.0,-1722.9599609375,0.0,19.55892511208852,0.23484362522786897,2015-08-17T00:00:00.000+02:00,0.08630405826908019,0.3440975331597858,0.3298603892326355
174,232.2753979033894,0.0,95.5138595369127,0.424999862909317,1017.9787623087565,0.0,1453.75,0.0,20.332432627677917,0.6044238587815521,9.835833330949148,204.5383326212565,29.922147750854492,33.08923085530599,-0.665416669100523,95.103333791097,8.287500043710073,0.0,3.1670834124088287,7.398333311080933,22.140833218892414,1.7812499900658925,9.521250089009603,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.016407855770214357,0.08578840136114094,0.07901249499991536,4.674068178878063,0.4609178692335263,1.4816361773345206,1.3168353098962042,15.355712625715467,74.49743260277643,129.98728391114207,0.9126720498946573,83.24678145514594,0.41527759697702193,1010.7555965847439,0.0,-1722.9599609375,0.0,19.569003582000732,0.2851430823470259,2015-08-18T00:00:00.000+02:00,0.08579033085455497,0.3470736288776,0.3298603892326355
175,218.57639475663504,0.0,93.99292924669054,0.0,1020.0380677117241,0.0,1453.75,0.0,19.18286218245824,1.0602535105750173,10.904583315054575,207.60583305358887,29.90823785463969,33.07615486780802,-0.5299999987085661,96.35541693369548,8.414166629314423,0.0,3.1679167449474335,7.419999937216441,22.046666781107586,286.82457847396535,9.707916776339212,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.013130466802977026,0.08528444352042344,0.07897270957214965,4.489363862408532,0.3933045691357822,1.4795763964454334,1.3153192293312814,15.313802149560717,74.29410436418321,119.00171833319797,1.410112847108394,84.22940691312154,0.0,1012.8317921956381,0.0,-1722.9599609375,0.0,17.86813461780548,0.42106464608675903,2015-08-19T00:00:00.000+02:00,0.08528421689859694,0.3500371612608433,0.3298603892326355
176,217.77959283192953,0.0,94.02447957462735,0.0,1021.1242887708876,0.0,1453.75,0.0,19.979082696967655,0.9931901681443883,8.747500002384186,217.71083323160806,29.89830183982849,33.05538527170817,-0.6845833423237005,103.9779167175293,9.041249990463257,0.0,3.157083421945572,7.652916630109151,22.255416870117188,1.8504166702429454,9.480416695276896,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.019681393983773887,0.08453317664356695,0.07891339994966984,5.499691633507609,0.4120763441702972,1.4765064095457394,1.3130597977174654,15.254090037610796,74.0044150882297,124.97836057903866,0.878086395186579,84.80427991019354,0.0,1013.9507132636177,0.0,-1722.9599609375,0.0,18.542499476008945,0.33948623687804985,2015-08-20T00:00:00.000+02:00,0.08453250986834367,0.3545321101943652,0.3298603892326355
177,233.22664154900446,0.0,90.43401636017694,0.0,1020.6292474534777,0.0,1453.75,0.0,21.594027545717026,0.6410951890930947,8.523333311080933,215.9116668701172,29.895430008570354,33.02209663391113,-0.6550000036756197,107.73000049591064,9.301666617393494,0.0,3.126666694879532,7.812916616598765,22.633333444595337,1.9158333390951157,9.28041668732961,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.04091112830347912,0.0832851371831364,0.07881487202313212,4.88849058881816,0.42375513817468247,1.4714118979043431,1.3093117765254445,15.153925319512686,73.51847224765353,97.3481594816678,1.594008130642275,81.39653346273634,0.0,1013.3159891764323,0.0,-1722.9599609375,0.0,20.358797748883564,0.2734968594611726,2015-08-21T00:00:00.000+02:00,0.08328335856397946,0.3623100525389115,0.3298603892326355
178,175.2354661954774,0.0,103.53823873731825,0.5993054460009767,1015.3509055243599,0.0,1453.75,0.0,18.40422381295098,1.069295727971217,8.451249976952871,223.61166636149088,29.954215049743652,33.005048751831055,-0.20416666714785,109.70125007629395,9.43791667620341,0.0,3.050833284854889,7.927083253860474,22.821250041325886,2.445000007748604,11.793333331743876,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.012561722469399683,0.08268969190410441,0.07876786444750097,5.577339451967014,0.2339102814924748,1.468982294201851,1.3075247514579031,15.106386442979177,73.28783840603299,166.45772417883077,0.6683257281476673,89.36909696790907,1.0055551591018836,1008.2601877848307,0.0,-1722.9599609375,0.0,17.80261641078525,0.3920166186031161,2015-08-22T00:00:00.000+02:00,0.08268985892128614,0.36608081745604676,0.3298603892326355
179,173.5456499391132,0.0,99.49514049953885,0.6659721049169699,1008.587727440728,0.0,1453.75,0.0,17.283991283840603,2.136180238714183,8.115416646003723,222.1108341217041,30.030991633733112,32.9930747350057,-0.28000000266668695,103.43500010172527,8.96499995390574,0.0,2.9620833694934845,7.656666656335195,22.422916730244953,5.08083329598109,9.46458331743876,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.002183314034482464,0.08222355895365278,0.07873106494338976,11.018888641355765,0.4828251621704314,1.4671475266416867,1.306192879875501,15.068078458309174,73.10199059380426,194.42205062161923,0.16383307825607415,81.19849395751953,0.7805553694876531,1001.5503561231825,0.0,-1722.9599609375,0.0,17.012384176254272,1.3120034223603498,2015-08-23T00:00:00.000+02:00,0.08222105690381593,0.3691515941172838,0.3298603892326355
180,233.3857878976398,0.0,92.16840158568488,0.5604166681878269,1014.1119520399305,0.0,1453.75,0.0,17.763631721337635,1.152685377646574,9.89125003417333,219.48958206176758,29.973671118418377,32.975754261016846,-0.3637500001738469,85.34583377838135,7.475000023841858,0.0,3.002083331346512,7.214166621367137,21.88166658083598,2.5704167187213898,10.40041677157084,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.01086291061761181,0.08158735511824489,0.0786808383030196,4.0300441231164665,0.29831709449839156,1.4647178393271234,1.3044496402144432,15.017121619648403,72.85477680630154,137.88907539265023,0.762890091812652,76.57894396781921,0.44722217574922574,1007.0103208753798,0.0,-1722.9599609375,0.0,17.17397352721956,0.4529561521485448,2015-08-24T00:00:00.000+02:00,0.08158824199603663,0.3733637293593751,0.3298603892326355
181,150.0282170334831,0.0,89.70942237642076,0.0625,1017.8751152886284,0.0,1453.75,0.0,20.030221237076653,1.5558690692220505,13.383333444595337,226.0412508646647,29.935085217158,32.952585220336914,-0.17041666844549277,85.62416712443034,7.540000021457672,0.0,3.0174999833106995,7.223333279291789,21.604999939600628,2.4191666742165885,10.43374995390574,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.037666857375168346,0.08075899159949687,0.07861544222881396,7.148709517386225,0.29157078140673953,1.4615932628512383,1.302218812207381,14.952115343676674,72.539396709866,218.79486319422722,1.052269110548271,76.02913082970514,0.10555555780107777,1010.6674092610677,0.0,-1722.9599609375,0.0,19.62887438138326,1.362629285444402,2015-08-25T00:00:00.000+02:00,0.0807598143712514,0.3790939065317313,0.3298603892326355
182,177.0576601293352,0.0,96.38541862699721,0.3243054925567574,1013.9049941168892,0.0,1453.75,0.0,20.186350716484917,1.3286574617086444,15.301250060399374,242.80583254496256,29.974642356236775,32.92797613143921,-0.09958333304772775,85.2058334350586,7.506666660308838,0.0,2.9533333778381348,7.210416595141093,21.580416758855183,2.437500014901161,10.426666617393494,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.02693159405316692,0.07981826613346736,0.07854117411706182,8.627636958534518,0.2841992236240508,1.4580202822883923,1.299660861492157,14.878266347779167,72.1811171637641,199.4969257257051,0.40863471038432586,81.39159806569417,2.2562538703593114,1006.6166322496202,0.0,-1722.9599609375,0.0,20.04649035135905,1.2135619409123644,2015-08-26T00:00:00.000+02:00,0.07981807236663169,0.38577242671615547,0.3298603892326355
183,192.7007462448544,0.0,105.05392032199435,5.165969490228842,1011.5704451666938,0.0,1453.75,0.0,19.70570553673638,1.052015040399662,13.93708328406016,256.19375165303546,29.992576599121094,32.993826707204185,-0.32499999770273763,83.20124912261963,7.355416655540466,0.0,3.001249998807907,7.1762499411900835,21.392500082651775,2.7291666666666665,10.40416669845581,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.06099086217889433,0.08219594979244801,0.0787288842515813,12.372119912049836,0.358508901256654,1.46703761898809,1.3061127894454532,15.065740360154045,73.09065230687459,147.28820247865386,1.62605395884667,89.33241997824774,4.763197167310864,1004.365641699897,0.0,-1722.9599609375,0.0,19.64141316546334,0.9213332095985405,2015-08-27T00:00:00.000+02:00,0.08219517208635807,0.3693269505682919,0.3298603892326355
184,234.66436180141238,0.0,103.9743914074368,2.2763884694625935,1015.9509887695312,0.0,1453.75,0.0,20.612542417314316,0.12629003383012283,16.19666663805644,248.10250091552734,29.94410467147827,33.100771268208824,0.04958332857737938,83.57833321889241,7.385416607062022,0.0,3.1566666662693024,7.181249916553497,21.423333565394085,4.103333344062169,9.861250042915344,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.12185827774050671,0.08601924342413743,0.07903809586746825,7.176417516699682,0.20953283649739912,1.4828764266437955,1.3178190332320001,15.382228036721548,74.62606901592679,115.43112664773233,0.1553917591356569,92.12458207872179,10.597924916384121,1008.7387326558431,0.0,-1722.9599609375,0.0,19.7357286479738,0.2802417383451636,2015-08-28T00:00:00.000+02:00,0.08595329559304649,0.34473188614679706,0.3292508255690336
185,179.2400983174642,0.0,97.99001818233066,0.8354166415520012,1016.0827844407823,0.0,1453.75,0.0,22.65558695793152,1.0185084708630003,16.828333377838135,228.97750027974448,29.937664190928142,33.1868306795756,0.1058333358572175,88.46916643778484,7.769166688124339,0.0,3.2491666674613953,7.315416653951009,21.700416723887127,4.379166732231776,9.416249950726828,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.05654352415068489,0.08934563729498121,0.07929350590954225,7.825716856867075,0.39282510947951876,1.4961880180570815,1.327548869782024,15.64446504248513,75.89829423692491,159.32385977150665,1.137273577299008,86.08842568927341,1.1194453570577834,1008.8020875718859,0.0,-1722.9599609375,0.0,21.911293903986614,0.31444563776797924,2015-08-29T00:00:00.000+02:00,0.08934705559578207,0.3276205781019396,0.3298603892326355
